|6.6.6
gloss1db_2.tab                                                                                      
           1
node #  
  0.000000000000000E+000
  0.000000000000000E+000
           0
          76
node#          P(bar)         T(K)           H2,mol_abs     C,mol_abs      Si,mol_abs     Al,mol_abs     Fe,mol_abs     Mg,mol_abs     Ca,mol_abs     Na,mol_abs     K,mol_abs      O2,mol_abs     S2,mol_abs     m_{CO2}        m_{CH4}        m_{H2S}        m_{H2O}        m_{FeC4H6O4}   m_{FeC2H3O2}   m_{NaCO3-}     m_{CO3-2}      m_{Al+3}       m_{AlO2-}      m_{Ca(HCO3)}   m_{Ca(OH)+}    m_{Ca+2}       m_{CaCO3,aq}   m_{CaSO4,aq}   m_{Fe+2}       m_{Fe+3}       m_{H+}         m_{HAlO2,aq}   m_{HCO3-}      m_{HO2-}       m_{HS-}        m_{HSiO3-}     m_{HSO3-}      m_{HSO4-}      m_{HSO5-}      m_{K+}         m_{KOH,aq}     m_{KSO4-}      m_{Mg(HCO3)}   m_{Mg(HSiO3}   m_{Mg+2}       m_{MgCO3,aq}   m_{MgOH+}      m_{MgSO4,aq}   m_{Na+}        m_{NaHCO3,a}   m_{NaHSiO3,}   m_{NaOH,aq}    m_{OH-}        m_{S2-2}       m_{S2O3-2}     m_{S2O4-2}     m_{S2O5-2}     m_{S2O6-2}     m_{S2O8-2}     m_{S3-2}       m_{S3O6-2}     m_{S4-2}       m_{S4O6-2}     m_{S5-2}       m_{S5O6-2}     m_{Si2O4,aq}   m_{SiO2,aq}    m_{SO3-2}      m_{SO4-2}      pH-pH_0        pH             error_pH       permittivity   I,m            tot_solute_m  
  755.000        75401.0        1084.27        23.0787        2.08553        5.06855       0.259969E-002  0.964176E-006  0.198908        14.3007       0.217148        2.67030        45.9498        6.42774        1.64326        0.00000       0.908519E-005   51.4949       0.468851E-006  0.175881E-005  0.191599E-004  0.341283E-005  0.924155E-016  0.964081E-004   3.52464       0.103716E-001  0.533684E-003  0.178357        33.0009       0.247706E-006  0.654565E-013  0.146581E-003  0.657787E-002  0.342762E-002  0.602098E-017  0.343040E-005   11.0629       0.278500E-002  0.711356E-003  0.620796E-017   6.60229       0.253252       0.265308E-004  0.219600E-002  0.505860       0.657382E-005  0.253674E-009  0.260157E-002  0.930920E-006  0.425134       0.235519E-002  0.120995       0.898823E-002  0.437299E-002  0.331530E-014  0.441711E-012  0.321253E-018  0.405587E-018  0.544858E-019  0.395775E-036  0.134173E-014  0.335976E-019  0.493222E-015  0.743994E-019  0.155328E-015  0.684155E-019  0.135023        1.05292       0.434585E-011  0.955658E-007  0.737356        3.21862       0.104825E-004   28.0225        11.0749        56.9074     
  756.000        75501.0        1084.53        22.7457        2.05424        5.00804       0.256665E-002  0.951336E-006  0.199291        14.4953       0.213901        2.63993        46.1051        6.53595        1.64326        0.00000       0.908519E-005   51.4949       0.468827E-006  0.176370E-005  0.189429E-004  0.331947E-005  0.906933E-016  0.954268E-004   3.52214       0.104267E-001  0.530909E-003  0.179400        34.0581       0.246382E-006  0.651274E-013  0.146779E-003  0.659253E-002  0.337972E-002  0.602026E-017  0.335652E-005   11.0903       0.278313E-002  0.709457E-003  0.622643E-017   6.62451       0.254358       0.265031E-004  0.219835E-002  0.514475       0.652661E-005  0.254161E-009  0.261438E-002  0.937096E-006  0.424069       0.233933E-002  0.121962       0.897667E-002  0.433488E-002  0.315941E-014  0.426651E-012  0.311597E-018  0.395184E-018  0.532673E-019  0.383089E-036  0.128241E-014  0.331151E-019  0.472862E-015  0.722347E-019  0.149377E-015  0.684673E-019  0.134778        1.05323       0.423657E-011  0.932495E-007  0.735161        3.21563       0.101616E-004   28.0256        11.1023        58.0225     
  757.000        75601.0        1084.78        22.4279        2.02250        4.95187       0.253056E-002  0.939009E-006  0.199737        14.6788       0.210860        2.61444        46.2524        6.63904        1.64326        0.00000       0.908519E-005   51.4949       0.469416E-006  0.176837E-005  0.187349E-004  0.322273E-005  0.881658E-016  0.943046E-004   3.51472       0.104805E-001  0.526721E-003  0.180447        35.0959       0.244403E-006  0.643682E-013  0.146776E-003  0.659502E-002  0.332933E-002  0.601732E-017  0.328412E-005   11.1210       0.277603E-002  0.705801E-003  0.622532E-017   6.65488       0.256140       0.264785E-004  0.219765E-002  0.523156       0.646221E-005  0.254652E-009  0.262683E-002  0.941863E-006  0.422969       0.232381E-002  0.123101       0.897701E-002  0.429829E-002  0.300527E-014  0.410588E-012  0.300930E-018  0.383154E-018  0.517880E-019  0.368292E-036  0.122231E-014  0.324290E-019  0.451666E-015  0.696162E-019  0.142990E-015  0.679519E-019  0.134531        1.05353       0.411865E-011  0.906831E-007  0.733323        3.21299       0.561311E-005   28.0287        11.1328        59.1255     
  758.000        75701.0        1085.04        22.1104        1.98708        4.89271       0.249817E-002  0.926289E-006  0.200241        14.8684       0.207668        2.58451        46.4020        6.74445        1.63018        0.00000       0.908842E-005   51.5268       0.469571E-006  0.177389E-005  0.185259E-004  0.313167E-005  0.856939E-016  0.933351E-004   3.51266       0.105375E-001  0.522364E-003  0.182117        36.1969       0.242437E-006  0.634733E-013  0.146818E-003  0.661105E-002  0.328057E-002  0.601652E-017  0.321321E-005   11.1509       0.277065E-002  0.702933E-003  0.623042E-017   6.67838       0.257702       0.264344E-004  0.219990E-002  0.532541       0.639929E-005  0.255123E-009  0.264186E-002  0.947668E-006  0.421890       0.230808E-002  0.124133       0.897265E-002  0.426300E-002  0.285413E-014  0.394872E-012  0.290511E-018  0.371460E-018  0.503591E-019  0.354172E-036  0.116361E-014  0.317792E-019  0.431055E-015  0.671315E-019  0.136812E-015  0.675551E-019  0.134309        1.05449       0.400134E-011  0.881369E-007  0.731473        3.20971       0.101656E-004   28.0607        11.1627        60.2911     
  759.000        75801.0        1085.29        21.7803        1.95586        4.83215       0.246428E-002  0.913435E-006  0.200504        15.0617       0.204474        2.55430        46.5563        6.85202        1.63018        0.00000       0.908842E-005   51.5268       0.469650E-006  0.177867E-005  0.183175E-004  0.304494E-005  0.839272E-016  0.923583E-004   3.50904       0.105926E-001  0.519320E-003  0.183176        37.3430       0.240990E-006  0.630595E-013  0.146971E-003  0.662334E-002  0.323416E-002  0.601536E-017  0.314409E-005   11.1790       0.276776E-002  0.700711E-003  0.624507E-017   6.70204       0.258951       0.264067E-004  0.220155E-002  0.541553       0.634937E-005  0.255610E-009  0.265465E-002  0.953649E-006  0.420809       0.229257E-002  0.125153       0.896336E-002  0.422612E-002  0.271909E-014  0.381144E-012  0.281546E-018  0.361586E-018  0.491795E-019  0.342369E-036  0.111161E-014  0.312828E-019  0.412981E-015  0.650847E-019  0.131456E-015  0.674939E-019  0.134064        1.05479       0.389865E-011  0.859444E-007  0.729360        3.20680       0.101671E-004   28.0637        11.1907        61.4966     
  760.000        75901.0        1085.55        21.4489        1.92474        4.77103       0.243044E-002  0.900224E-006  0.200783        15.2560       0.201268        2.52336        46.7114        6.96009        1.63018        0.00000       0.908842E-005   51.5268       0.469524E-006  0.178290E-005  0.181072E-004  0.296073E-005  0.822733E-016  0.914034E-004   3.50588       0.106504E-001  0.516555E-003  0.184241        38.5298       0.239541E-006  0.626694E-013  0.147143E-003  0.663646E-002  0.318808E-002  0.601388E-017  0.307725E-005   11.2072       0.276510E-002  0.698515E-003  0.625957E-017   6.72491       0.260138       0.263730E-004  0.220379E-002  0.550921       0.630392E-005  0.256133E-009  0.266850E-002  0.959926E-006  0.419731       0.227661E-002  0.126165       0.895289E-002  0.418957E-002  0.259197E-014  0.368048E-012  0.272958E-018  0.352083E-018  0.480396E-019  0.331008E-036  0.106277E-014  0.308076E-019  0.396048E-015  0.631406E-019  0.126457E-015  0.674877E-019  0.133820        1.05509       0.379946E-011  0.838209E-007  0.727209        3.20386       0.101715E-004   28.0668        11.2185        62.7430     
  761.000        76001.0        1085.80        21.1201        1.89359        4.71031       0.239600E-002  0.886465E-006  0.201164        15.4489       0.198086        2.49266        46.8653        7.06746        1.63018        0.00000       0.908842E-005   51.5268       0.469185E-006  0.178586E-005  0.178913E-004  0.287642E-005  0.805051E-016  0.904280E-004   3.50188       0.107124E-001  0.513729E-003  0.185310        39.7456       0.237807E-006  0.621486E-013  0.147280E-003  0.664742E-002  0.314080E-002  0.601062E-017  0.301307E-005   11.2354       0.276107E-002  0.695771E-003  0.626722E-017   6.74822       0.261411       0.263260E-004  0.220612E-002  0.560801       0.625964E-005  0.256727E-009  0.268412E-002  0.966315E-006  0.418616       0.225977E-002  0.127204       0.894385E-002  0.415336E-002  0.247144E-014  0.355173E-012  0.264381E-018  0.342403E-018  0.468535E-019  0.319339E-036  0.101644E-014  0.302955E-019  0.379983E-015  0.611718E-019  0.121715E-015  0.673959E-019  0.133575        1.05540       0.370002E-011  0.816641E-007  0.725127        3.20098       0.195346E-005   28.0698        11.2468        64.0185     
  762.000        76101.0        1086.06        20.7996        1.86242        4.65160       0.236054E-002  0.873642E-006  0.201403        15.6360       0.195021        2.46436        47.0151        7.17213        1.63018        0.00000       0.908842E-005   51.5268       0.469465E-006  0.178998E-005  0.176905E-004  0.279364E-005  0.784344E-016  0.894058E-004   3.49553       0.107687E-001  0.510035E-003  0.186384        40.9683       0.235960E-006  0.614939E-013  0.147319E-003  0.665306E-002  0.309436E-002  0.600792E-017  0.294885E-005   11.2654       0.275525E-002  0.692547E-003  0.627005E-017   6.77595       0.263033       0.262949E-004  0.220629E-002  0.570360       0.620300E-005  0.257242E-009  0.269750E-002  0.971714E-006  0.417504       0.224429E-002  0.128336       0.894077E-002  0.411812E-002  0.235297E-014  0.342172E-012  0.255628E-018  0.332387E-018  0.456114E-019  0.307472E-036  0.969998E-015  0.297157E-019  0.363519E-015  0.590726E-019  0.116733E-015  0.670392E-019  0.133330        1.05570       0.359959E-011  0.794788E-007  0.723215        3.19828       0.101746E-004   28.0729        11.2765        65.3048     
  763.000        76201.0        1086.31        20.4692        1.83158        4.58943       0.232694E-002  0.860519E-006  0.201481        15.8310       0.191829        2.43241        47.1704        7.28040        1.63018        0.00000       0.908842E-005   51.5268       0.469367E-006  0.179442E-005  0.174891E-004  0.271689E-005  0.769106E-016  0.884955E-004   3.49250       0.108252E-001  0.507237E-003  0.187462        42.2712       0.234580E-006  0.611283E-013  0.147494E-003  0.666735E-002  0.305086E-002  0.600698E-017  0.288587E-005   11.2930       0.275312E-002  0.690580E-003  0.628737E-017   6.79786       0.264180       0.262635E-004  0.220841E-002  0.580036       0.615717E-005  0.257740E-009  0.271080E-002  0.978123E-006  0.416411       0.222895E-002  0.129354       0.892946E-002  0.408237E-002  0.224282E-014  0.330488E-012  0.247913E-018  0.323792E-018  0.445782E-019  0.297511E-036  0.927318E-015  0.292798E-019  0.348593E-015  0.573408E-019  0.112287E-015  0.670673E-019  0.133087        1.05600       0.350867E-011  0.775376E-007  0.721064        3.19535       0.101761E-004   28.0758        11.3042        66.6660     
  764.000        76301.0        1086.57        20.1419        1.80074        4.52777       0.229289E-002  0.847581E-006  0.201500        16.0240       0.188681        2.40111        47.3242        7.38775        1.63018        0.00000       0.908842E-005   51.5268       0.469421E-006  0.179900E-005  0.172922E-004  0.264140E-005  0.752810E-016  0.875695E-004   3.48848       0.108805E-001  0.504134E-003  0.188546        43.6046       0.233111E-006  0.606930E-013  0.147631E-003  0.667960E-002  0.300767E-002  0.600561E-017  0.282387E-005   11.3210       0.275012E-002  0.688359E-003  0.630170E-017   6.82110       0.265449       0.262343E-004  0.220980E-002  0.589763       0.610743E-005  0.258228E-009  0.272361E-002  0.984254E-006  0.415305       0.221393E-002  0.130413       0.892014E-002  0.404702E-002  0.213662E-014  0.318968E-012  0.240236E-018  0.315143E-018  0.435274E-019  0.287555E-036  0.885834E-015  0.288172E-019  0.333953E-015  0.555840E-019  0.107883E-015  0.669907E-019  0.132843        1.05630       0.341824E-011  0.755998E-007  0.718983        3.19248       0.101747E-004   28.0788        11.3323        68.0587     
  765.000        76401.0        1086.82        19.8196        1.77004        4.46725       0.225833E-002  0.834739E-006  0.201524        16.2138       0.185597        2.37083        47.4755        7.49347        1.63018        0.00000       0.908842E-005   51.5268       0.469580E-006  0.180339E-005  0.170988E-004  0.256715E-005  0.735366E-016  0.866256E-004   3.48342       0.109362E-001  0.500792E-003  0.189633        44.9618       0.231497E-006  0.601704E-013  0.147722E-003  0.668903E-002  0.296441E-002  0.600402E-017  0.276355E-005   11.3501       0.274600E-002  0.685747E-003  0.631155E-017   6.84628       0.266883       0.262051E-004  0.221060E-002  0.599678       0.605527E-005  0.258721E-009  0.273666E-002  0.990108E-006  0.414198       0.219895E-002  0.131516       0.891363E-002  0.401242E-002  0.203517E-014  0.307641E-012  0.232601E-018  0.306414E-018  0.424510E-019  0.277521E-036  0.845940E-015  0.283230E-019  0.319771E-015  0.537989E-019  0.103582E-015  0.667981E-019  0.132600        1.05660       0.332844E-011  0.736595E-007  0.716986        3.18970       0.963042E-005   28.0817        11.3611        69.4776     
  766.000        76501.0        1087.08        19.5062        1.73937        4.40904       0.222259E-002  0.821871E-006  0.201649        16.3975       0.182619        2.34272        47.6224        7.59625        1.63018        0.00000       0.452495E-005   51.5268       0.469873E-006  0.180690E-005  0.169058E-004  0.249198E-005  0.714761E-016  0.856196E-004   3.47586       0.109938E-001  0.496879E-003  0.190726        46.3251       0.229468E-006  0.594135E-013  0.147705E-003  0.669201E-002  0.291965E-002  0.600064E-017  0.270523E-005   11.3808       0.273900E-002  0.682127E-003  0.630924E-017   6.87527       0.268670       0.261698E-004  0.221017E-002  0.609947       0.599740E-005  0.259258E-009  0.275065E-002  0.995401E-006  0.413057       0.218360E-002  0.132715       0.891294E-002  0.397870E-002  0.193750E-014  0.296168E-012  0.224694E-018  0.297115E-018  0.412702E-019  0.266759E-036  0.807146E-015  0.277402E-019  0.305828E-015  0.518730E-019  0.993016E-016  0.663299E-019  0.132357        1.05690       0.323604E-011  0.716279E-007  0.715167        3.18709       0.101807E-004   28.0847        11.3916        70.9062     
  767.000        76601.0        1087.34        19.1880        1.70894        4.34882       0.218794E-002  0.809077E-006  0.201599        16.5853       0.179582        2.31261        47.7721        7.70089        1.63018        0.00000       0.452495E-005   51.5268       0.470072E-006  0.181108E-005  0.167165E-004  0.242115E-005  0.697204E-016  0.846804E-004   3.47006       0.110495E-001  0.493360E-003  0.191824        47.7568       0.227760E-006  0.588329E-013  0.147764E-003  0.670002E-002  0.287723E-002  0.599859E-017  0.264750E-005   11.4100       0.273423E-002  0.679315E-003  0.631647E-017   6.90107       0.270193       0.261392E-004  0.221052E-002  0.620167       0.594359E-005  0.259756E-009  0.276372E-002  0.100115E-005  0.411928       0.216878E-002  0.133855       0.890768E-002  0.394474E-002  0.184507E-014  0.285510E-012  0.217427E-018  0.288692E-018  0.402191E-019  0.257215E-036  0.770545E-015  0.272411E-019  0.292717E-015  0.501603E-019  0.952939E-016  0.660695E-019  0.132114        1.05719       0.314971E-011  0.697547E-007  0.713219        3.18437       0.108112E-004   28.0876        11.4209        72.4000     
  768.000        76701.0        1087.59        18.8724        1.67867        4.28888       0.215327E-002  0.796487E-006  0.201475        16.7716       0.176578        2.28277        47.9207        7.80479        1.63018        0.00000       0.452495E-005   51.5268       0.470395E-006  0.181550E-005  0.165318E-004  0.235219E-005  0.679487E-016  0.837428E-004   3.46380       0.111037E-001  0.489671E-003  0.192926        49.2256       0.226040E-006  0.582304E-013  0.147803E-003  0.670718E-002  0.283553E-002  0.599666E-017  0.259070E-005   11.4395       0.272917E-002  0.676448E-003  0.632311E-017   6.92752       0.271783       0.261117E-004  0.221041E-002  0.630412       0.588750E-005  0.260235E-009  0.277623E-002  0.100673E-005  0.410794       0.215433E-002  0.135019       0.890342E-002  0.391115E-002  0.175647E-014  0.275146E-012  0.210327E-018  0.280419E-018  0.391827E-019  0.247940E-036  0.735257E-015  0.267391E-019  0.279999E-015  0.484764E-019  0.913801E-016  0.657627E-019  0.131872        1.05749       0.306510E-011  0.679179E-007  0.711316        3.18168       0.101808E-004   28.0904        11.4504        73.9315     
  769.000        76801.0        1087.85        18.5528        1.64865        4.22737       0.211949E-002  0.783898E-006  0.201220        16.9613       0.173528        2.25126        48.0716        7.91017        1.63018        0.00000       0.452495E-005   51.5268       0.470583E-006  0.182040E-005  0.163499E-004  0.228725E-005  0.664585E-016  0.828665E-004   3.45927       0.111575E-001  0.486454E-003  0.194033        50.7654       0.224614E-006  0.577959E-013  0.147915E-003  0.671877E-002  0.279580E-002  0.599596E-017  0.253489E-005   11.4681       0.272613E-002  0.674276E-003  0.633794E-017   6.95133       0.273131       0.260873E-004  0.221120E-002  0.640725       0.583678E-005  0.260692E-009  0.278838E-002  0.101278E-005  0.409687       0.214018E-002  0.136129       0.889501E-002  0.387756E-002  0.167307E-014  0.265530E-012  0.203801E-018  0.272916E-018  0.382581E-019  0.239668E-036  0.702158E-015  0.263114E-019  0.268119E-015  0.469772E-019  0.877424E-016  0.656519E-019  0.131629        1.05778       0.298617E-011  0.662235E-007  0.709273        3.17887       0.432854E-006   28.0933        11.4788        75.5320     
